,PdDistrict,DayOfWeek,AvgTemp,NFLGameDay,Month,MonthPeriod,Crimes
3132,2,2,16,0,8,2,0
13943,2,4,19,0,8,0,1
2940,0,1,18,0,7,2,2
11519,8,0,13,0,4,0,0
1032,2,2,17,0,6,1,1
19525,4,5,17,0,9,0,2
6804,4,5,14,0,9,0,1
20359,8,1,15,0,2,2,0
10138,7,3,16,0,6,1,2
19601,0,6,19,0,9,2,1
679,9,0,13,0,4,2,0
20973,2,3,16,0,6,2,0
4169,9,4,15,0,3,1,1
10723,2,6,13,0,10,1,0
8599,9,2,16,0,8,1,0
12429,8,2,16,0,9,1,0
15257,6,5,14,0,4,1,0
20826,5,2,21,0,5,2,0
4122,2,3,13,0,3,0,1
18463,2,1,11,0,2,0,1
8140,0,6,16,0,5,1,0
170,0,4,9,0,1,0,2
2882,2,5,18,0,7,0,0
3205,5,2,15,0,9,0,0
13924,3,5,18,0,8,0,1
21706,5,6,17,0,11,0,0
12475,4,4,14,1,10,2,0
20952,1,0,19,0,6,2,1
1033,3,2,17,0,6,1,0
9668,7,5,13,0,3,1,2
16469,8,4,13,0,0,1,0
1385,5,2,16,0,9,0,0
1295,5,4,21,0,8,2,0
8875,5,2,14,0,10,2,0
10087,6,5,16,0,6,1,0
19521,0,5,17,0,9,0,1
13154,3,5,12,0,3,0,1
19116,5,6,16,0,6,0,0
16790,9,1,12,0,3,0,0
16571,0,1,11,0,1,2,0
12401,0,4,15,0,9,1,0
7360,0,5,9,0,0,1,1
8871,1,2,14,0,10,2,1
13078,7,1,14,0,2,1,2
1497,7,6,16,0,9,1,2
14706,5,6,11,0,1,0,0
8992,2,4,9,0,11,2,0
747,7,0,14,0,4,1,2
18961,0,5,16,0,5,2,1
5981,1,4,13,0,3,2,0
13939,8,6,18,0,8,0,1
2206,6,4,18,0,2,2,0
3056,6,0,21,0,8,0,0
17730,9,4,19,0,9,0,1
590,0,4,16,0,4,0,1
16518,7,5,13,0,1,0,1
7508,8,5,12,0,1,2,0
11540,9,3,15,0,4,0,1
18228,7,0,9,0,0,2,2
1491,1,6,16,0,9,1,0
6569,9,2,18,0,7,2,0
18868,7,2,16,0,4,2,2
17458,7,0,16,0,7,0,2
15375,4,3,19,0,5,2,1
7089,9,5,9,0,10,1,0
5265,5,5,13,0,10,1,0
12618,7,4,8,0,11,0,1
9154,3,3,11,0,0,2,1
3136,6,2,16,0,8,2,0
9262,1,4,9,0,1,0,0
8722,2,0,18,0,9,2,0
14779,8,6,8,0,1,1,1
7556,6,3,11,0,1,1,0
16320,9,6,11,0,11,1,0
8379,9,0,18,0,7,0,0
3325,5,4,12,0,9,1,0
5803,3,3,9,0,2,2,0
17670,9,0,17,0,8,1,0
4316,6,0,17,0,4,2,0
15218,7,0,14,0,4,2,2
8968,8,1,9,0,11,0,0
14990,9,6,12,0,3,0,0
4682,2,3,17,0,6,1,0
12302,1,1,17,0,9,2,0
3360,0,1,13,0,10,0,1
16138,7,2,9,0,10,2,1
7202,2,3,8,0,11,2,0
4764,4,1,16,0,7,1,1
19009,8,2,14,0,5,2,0
20336,5,2,14,0,2,0,0
15494,3,0,16,0,6,2,1
12536,5,6,14,0,10,1,0
824,4,2,15,0,5,2,1
22229,8,2,18,0,2,1,0
16613,2,0,15,0,1,1,1
19030,9,1,16,0,5,1,1
1612,2,1,9,0,10,1,0
19899,8,4,8,0,11,2,0
18051,0,5,11,0,11,2,0
15631,0,0,16,0,7,2,1
11365,4,4,12,0,3,0,0
1451,1,2,17,0,9,2,1
4876,6,0,16,0,8,0,0
1513,3,0,11,0,9,1,2
2675,5,5,16,0,5,1,0
10115,4,0,16,0,6,1,1
6608,8,6,16,0,7,1,0
5089,9,0,15,0,9,1,1
10128,7,2,18,0,6,1,2
21401,0,1,24,1,9,2,1
8713,3,4,16,0,9,2,1
16166,5,5,10,0,10,1,0
2256,6,5,12,0,2,1,0
1744,4,3,10,1,11,2,0
18437,6,0,10,0,1,1,0
4862,2,4,18,0,8,0,1
811,1,0,16,0,5,2,0
868,8,6,23,0,5,1,0
10811,0,0,12,0,11,2,0
21027,6,0,24,0,6,1,0
19820,9,6,13,0,10,1,0
10803,2,4,10,0,11,2,0
3280,0,3,17,1,9,2,0
20327,6,0,14,0,2,0,0
14146,5,6,16,0,9,2,0
8785,5,4,14,0,10,0,0
19570,9,2,21,0,9,0,1
8596,6,2,16,0,8,1,0
22115,4,5,13,0,2,0,1
21770,9,5,16,0,11,1,0
10223,2,5,18,0,7,2,0
3504,4,1,11,0,11,0,0
3524,4,6,13,0,11,0,1
9210,9,0,9,0,0,1,0
13955,4,0,21,0,8,0,1
5420,0,4,11,0,11,1,1
6724,4,1,19,0,8,2,1
17852,1,6,16,0,9,1,0
5079,9,4,16,0,9,2,0
20311,0,4,15,0,2,0,1
2558,8,4,17,0,4,1,0
21507,6,4,19,0,9,1,0
12296,5,3,13,1,9,0,0
10679,8,0,19,0,10,2,1
21921,0,4,11,0,0,1,1
15869,8,3,17,1,8,1,0
12902,1,0,14,0,1,2,1
8520,0,2,17,0,8,0,1
13473,2,2,21,0,5,0,0
12447,6,1,13,0,10,0,0
7319,9,4,7,0,0,2,0
18807,6,3,17,0,4,0,0
5294,4,0,10,0,11,0,2
4473,3,3,17,0,5,2,0
11965,4,5,19,0,7,0,1
12749,8,6,13,0,0,2,0
20940,9,6,19,0,6,0,0
18021,0,2,16,0,11,0,0
21035,4,2,21,0,6,1,2
13977,6,3,17,1,8,2,0
2016,6,2,10,0,1,0,0
11321,0,3,9,0,2,1,0
20855,4,5,17,0,5,1,1
3605,5,4,12,0,11,1,0
20809,8,4,17,0,5,2,0
13952,1,0,21,0,8,0,1
9452,1,5,13,0,2,2,0
4604,4,2,19,0,6,2,1
6147,7,2,17,0,4,2,2
16556,5,2,11,0,1,2,0
21016,5,4,22,0,6,1,0
18368,7,0,8,0,1,0,2
10884,3,0,8,0,11,1,1
131,1,3,13,0,0,1,0
22365,4,2,14,0,3,2,2
4643,3,6,17,0,6,1,0
11306,5,0,12,0,2,2,0
497,7,1,11,0,3,2,2
18823,2,5,15,0,4,2,1
4826,6,3,17,0,7,1,0
6174,4,5,14,0,4,1,1
12961,0,4,14,0,1,1,1
12166,5,1,19,0,8,2,0
16305,4,5,11,0,11,1,0
15567,6,0,17,0,6,1,0
9395,4,6,13,0,2,0,2
6324,4,6,18,0,5,1,1
18647,6,0,15,0,3,0,0
18750,9,1,19,0,3,1,0
19273,2,0,17,0,7,0,0
11227,6,4,11,0,2,0,0
21099,8,0,19,0,7,0,0
13981,0,1,20,1,8,2,1
17870,9,4,16,0,10,0,0
10236,5,6,20,0,7,2,0
7541,1,2,11,0,1,1,1
763,3,3,16,0,5,0,1
11074,3,6,12,0,1,0,1
5924,4,0,12,0,3,0,1
12256,5,6,16,0,8,1,0
18219,8,4,9,0,0,0,0
5066,6,6,17,0,9,2,0
6840,0,2,16,0,9,0,1
7594,4,4,12,0,2,0,1
18011,0,0,16,0,10,1,0
2769,9,4,18,0,6,0,0
21741,0,3,13,1,11,2,0
1953,3,3,9,0,0,1,1
19226,5,3,18,0,6,1,0
22421,0,0,18,0,4,0,0
18081,0,0,9,0,11,2,1
16164,3,5,10,0,10,1,1
8507,7,4,21,0,8,0,1
4120,0,3,13,0,3,0,0
16247,6,6,8,0,11,2,0
9770,9,0,26,0,4,2,0
13416,5,3,13,0,4,1,0
9086,5,3,9,1,11,1,0
22391,0,5,14,0,3,1,1
4908,8,1,19,0,8,2,0
15947,6,1,20,0,9,2,0
605,5,0,15,0,4,0,0
15,5,5,12,0,0,0,0
12549,8,4,12,0,10,1,0
6412,2,0,16,0,6,2,1
21922,1,4,11,0,0,1,1
14937,6,0,12,0,2,1,0
5766,6,6,9,0,2,0,0
3049,9,4,18,0,8,0,0
7728,8,6,15,0,3,0,0
3952,2,4,18,0,2,0,0
309,9,6,12,0,2,0,1
9675,4,6,12,0,3,1,0
9445,4,1,11,0,2,2,1
11184,3,3,13,0,1,1,1
1149,9,6,20,0,7,2,0
2517,7,3,14,0,4,2,1
11932,1,2,16,0,6,1,0
15224,3,2,14,0,4,1,1
2128,8,6,12,0,2,0,1
702,2,1,16,0,4,1,1
4866,6,4,18,0,8,0,0
3674,4,4,7,0,0,2,1
3842,2,3,12,0,1,2,0
10814,3,0,12,0,11,2,1
18674,3,1,11,0,3,2,2
1111,1,3,19,0,7,0,1
13250,9,4,14,0,3,1,1
10739,8,4,13,0,10,1,0
11773,2,4,18,0,5,1,0
637,7,1,14,0,4,2,2
8440,0,0,19,0,7,1,1
2406,6,6,16,0,3,1,0
11741,0,1,19,0,5,1,0
9912,1,2,16,0,5,2,0
6746,6,6,19,0,8,2,0
8888,8,3,14,1,10,2,0
14734,3,2,13,0,1,2,2
2228,8,2,17,0,2,2,0
21692,1,5,16,0,11,0,1
19421,0,2,23,0,8,0,1
12813,2,6,9,0,0,1,1
5612,2,5,14,0,1,0,1
20389,8,4,16,0,2,2,0
5455,5,3,13,1,0,0,0
7879,9,4,13,0,4,0,1
7686,6,2,14,0,2,1,0
70,0,1,9,0,0,2,1
7878,8,4,13,0,4,0,0
5768,8,6,9,0,2,0,0
1178,8,2,20,0,7,1,0
12102,1,5,19,0,8,0,1
15616,5,6,17,0,7,0,0
20001,0,1,11,0,0,0,0
12980,9,0,14,0,1,1,0
2010,0,2,10,0,1,0,1
9982,1,2,17,0,5,1,0
17467,6,2,17,0,7,2,0
16408,7,0,11,0,0,2,2
16537,6,4,13,0,1,0,0
1902,2,5,11,0,0,2,0
21216,5,6,20,0,8,0,0
15662,1,1,17,0,7,1,0
3759,9,0,11,0,0,1,0
20107,6,4,14,0,0,1,0
6047,7,6,13,0,4,0,1
22431,0,2,16,0,4,0,0
2957,7,5,19,0,7,2,1
19737,6,5,18,0,10,2,1
15122,1,6,20,0,4,0,0
11955,4,1,18,0,7,0,0
17843,2,5,15,0,9,1,0
6907,7,0,20,0,9,2,1
9751,0,4,27,0,4,2,0
15851,0,2,17,0,8,1,0
15664,3,1,17,0,7,1,0
7078,8,1,11,0,10,1,0
9114,3,6,9,0,0,0,1
944,4,4,16,0,6,0,2
13817,6,0,16,0,7,2,0
10646,5,5,14,0,10,2,0
8890,0,1,11,0,10,1,0
22122,1,6,13,0,2,0,1
10883,2,0,8,0,11,1,0
11997,6,0,18,0,7,0,0
8062,2,5,17,0,5,2,0
15139,8,4,18,0,4,0,0
12934,3,1,13,0,1,1,1
9674,3,6,12,0,3,1,1
8559,9,5,16,0,8,2,1
11727,6,2,18,0,5,2,0
16636,5,3,8,0,1,1,0
9396,5,6,13,0,2,0,0
18016,5,0,16,0,10,1,0
1152,2,4,20,0,7,1,0
11399,8,3,15,0,3,0,0
4313,3,0,17,0,4,2,1
6274,4,0,21,0,5,2,1
20681,0,2,17,0,4,2,1
9352,1,2,9,0,1,1,0
17410,9,3,17,0,6,1,0
6787,7,3,18,1,8,1,1
2474,4,6,14,0,4,2,1
6765,5,0,18,0,8,1,0
2945,5,1,18,0,7,2,0
15765,4,4,15,0,8,0,0
3188,8,4,16,0,8,1,0
17372,1,4,17,0,6,1,0
10228,7,5,18,0,7,2,2
20404,3,2,13,0,2,1,1
19197,6,4,16,0,6,1,0
184,4,0,11,0,1,0,2
16176,5,6,13,0,10,1,0
18848,7,4,15,0,4,2,2
16660,9,5,10,0,2,0,0
18022,1,2,16,0,11,0,1
21408,7,1,24,1,9,2,2
14279,8,5,16,0,10,2,0
19002,1,2,14,0,5,2,1
17782,1,6,22,0,9,2,1
8784,4,4,14,0,10,0,1
21554,3,5,16,0,10,2,1
14303,2,0,12,0,10,2,0
6018,8,3,13,0,3,1,0
1028,8,0,18,0,6,1,0
13351,0,1,13,0,4,2,1
8463,3,3,18,0,7,1,1
3925,5,1,14,0,2,0,0
5777,7,4,9,0,2,0,2
13539,8,0,14,0,5,2,0
8730,0,2,15,0,9,2,1
5562,2,4,10,0,0,1,1
14313,2,2,10,0,10,2,0
1360,0,4,14,0,9,0,1
5950,0,1,10,0,3,2,1
9143,2,2,11,0,0,2,0
20841,0,1,18,0,5,1,1
4905,5,1,19,0,8,2,0
6656,6,1,16,0,8,0,0
2341,1,4,12,0,3,2,0
16572,1,1,11,0,1,2,0
17165,4,4,15,0,5,2,0
11385,4,2,12,0,3,0,1
528,8,4,13,0,3,2,0
2369,9,2,13,0,3,2,0
8287,7,6,17,0,6,1,2
12947,6,5,12,0,1,1,0
2631,1,0,14,0,5,2,1
17714,3,6,21,0,9,0,2
18122,1,5,9,0,11,1,0
21155,4,4,20,0,7,1,1
11518,7,0,13,0,4,0,2
16419,8,2,10,1,0,2,0
303,3,6,12,0,2,0,2
4162,2,4,15,0,3,1,1
21454,3,2,22,0,9,2,1
4536,6,2,17,0,6,0,0
15539,8,5,17,0,6,1,0
11508,7,4,13,0,3,1,2
15348,7,4,16,0,5,2,2
465,5,0,11,0,3,0,0
11973,2,6,19,0,7,0,0
9389,8,5,12,0,2,0,0
20895,4,2,19,0,5,1,1
4209,9,1,16,0,4,0,0
12077,6,2,17,0,7,1,0
17551,0,1,17,0,8,0,1
5123,3,5,16,0,10,0,1
18174,3,3,9,1,11,1,2
16025,4,5,16,0,10,0,1
12770,9,0,10,0,0,2,0
13577,6,5,18,0,5,1,0
14008,7,6,18,0,8,1,2
19303,2,1,19,0,7,2,0
11751,0,5,19,0,5,1,0
13747,6,0,16,0,6,1,0
14632,1,6,13,0,0,1,1
2320,0,5,13,0,3,2,1
12348,7,0,20,0,9,2,2
2019,9,2,10,0,1,0,0
13735,4,4,16,0,6,1,0
567,7,1,12,0,3,1,2
15856,5,2,17,0,8,1,0
3510,0,5,12,0,11,0,0
20768,7,3,17,0,5,0,2
4486,6,1,17,0,5,1,0
1945,5,2,11,0,0,1,0
21837,6,5,11,0,0,0,0
16479,8,0,13,0,0,1,0
7487,7,3,12,0,1,2,1
12792,1,1,12,0,0,1,0
18916,5,4,14,0,4,1,0
5807,7,3,9,0,2,2,1
2570,0,2,16,0,4,1,0
8914,4,6,12,0,10,1,1
22153,2,2,16,0,2,0,0
13582,1,6,16,0,5,1,0
10873,2,4,9,0,11,1,0
6263,3,4,17,0,5,2,1
16988,7,3,18,0,4,0,2
2306,6,3,12,0,3,0,0
12292,1,3,13,1,9,0,1
10945,4,4,9,0,0,0,1
19928,7,3,10,1,11,2,1
7762,2,3,14,0,3,0,0
3283,3,3,17,1,9,2,0
16328,7,4,11,0,11,1,2
1138,8,5,18,0,7,2,0
12072,1,2,17,0,7,1,1
13638,7,1,19,0,6,2,1
15757,6,6,21,0,8,0,0
8302,2,0,17,0,6,1,0
19748,7,6,16,0,10,2,2
7803,3,4,12,0,3,2,1
7514,4,6,13,0,1,1,1
14764,3,5,9,0,1,1,1
15363,2,2,16,0,5,2,1
158,8,5,11,0,1,0,0
19371,0,1,21,0,8,0,1
17108,7,0,16,0,5,0,2
21979,8,5,15,0,1,0,0
2060,0,4,10,0,1,2,1
881,1,0,28,0,5,1,1
19299,8,3,16,0,7,2,0
17491,0,5,16,0,7,1,1
4959,9,2,17,0,8,1,0
7050,0,2,14,0,10,2,0
4883,3,2,17,0,8,0,1
13768,7,3,17,0,7,0,2
10663,2,4,16,0,10,2,0
6762,2,0,18,0,8,1,0
6615,5,4,16,0,7,1,0
10842,1,1,9,0,11,1,0
4802,2,0,17,0,7,1,0
18937,6,2,18,0,5,0,0
6299,9,3,14,0,5,2,0
19132,1,0,16,0,6,2,1
15673,2,5,21,0,7,1,0
6505,5,3,19,0,6,1,0
8600,0,3,16,1,8,1,1
12701,0,2,8,0,11,1,0
11026,5,0,12,0,0,1,0
7749,9,0,13,0,3,0,0
2058,8,6,12,0,1,2,0
18266,5,5,9,0,0,1,0
16366,5,1,11,0,0,0,0
8850,0,4,15,0,10,2,0
18740,9,3,18,0,3,1,0
7075,5,1,11,0,10,1,0
13570,9,1,19,0,5,1,0
13477,6,2,21,0,5,0,0
6339,9,4,18,0,5,1,0
17590,9,4,16,0,8,0,0
5821,1,5,9,0,2,1,1
8619,9,1,17,0,9,0,1
4716,6,6,17,0,7,0,0
2215,5,0,14,0,2,2,0
6994,4,3,16,1,10,0,1
9839,8,0,15,0,4,1,0
1482,2,5,21,0,9,1,1
20999,8,5,22,0,6,1,1
17255,4,2,18,0,5,1,1
6632,2,2,17,0,7,1,1
10052,1,2,20,0,6,2,1
5444,4,2,13,0,11,1,1
11961,0,5,19,0,7,0,0
12929,8,3,12,0,1,2,0
17775,4,5,17,0,9,2,1
14163,2,0,17,0,9,1,0
8561,1,6,16,0,8,2,0
2548,8,6,18,0,4,1,0
642,2,5,14,0,4,2,1
17724,3,4,19,0,9,0,1
17729,8,4,19,0,9,0,0
3469,9,4,13,0,10,1,0
10476,5,2,18,0,9,0,0
142,2,1,11,0,1,0,1
2398,8,5,21,0,3,1,1
4064,4,1,11,0,3,0,1
4781,1,6,18,0,7,1,1
1858,8,4,13,0,0,0,0
17876,5,0,14,0,10,0,0
6579,9,3,19,0,7,2,0
3723,3,5,10,0,0,1,1
14875,4,2,12,0,2,2,1
3355,5,3,16,1,9,1,1
521,1,4,13,0,3,2,0
7859,9,5,14,0,4,0,0
4030,0,0,12,0,2,1,1
19613,2,4,20,0,9,2,1
21840,9,5,11,0,0,0,0
12731,0,5,14,0,0,2,0
11702,1,4,17,0,5,2,0
12054,3,4,18,0,7,2,1
9249,8,5,9,0,1,0,0
21334,3,1,19,0,8,1,1
14439,8,4,8,1,11,2,0
17341,0,1,18,0,6,1,0
17205,4,1,16,0,5,1,1
872,2,4,27,0,5,1,1
9630,9,0,13,0,3,2,0
18248,7,3,6,0,0,2,2
15907,6,4,15,0,9,0,0
13408,7,2,13,0,4,1,2
4231,1,4,16,0,4,0,1
15656,5,3,17,0,7,2,0
306,6,6,12,0,2,0,0
10696,5,3,17,1,10,2,0
11352,1,6,13,0,3,0,1
14703,2,6,11,0,1,0,0
22286,5,0,14,0,3,0,0
13021,0,6,11,0,2,0,0
11802,1,3,21,0,5,1,1
5181,1,1,17,0,10,2,0
11024,3,0,12,0,0,1,1
14499,8,6,11,0,11,1,0
1924,4,4,9,0,0,1,1
10834,3,3,7,1,11,2,0
16975,4,2,14,0,4,0,1
14733,2,2,13,0,1,2,0
19392,1,6,20,0,8,0,1
6208,8,0,19,0,5,0,0
9543,2,4,13,0,3,0,0
12119,8,6,24,0,8,0,0
5161,1,2,13,0,10,0,0
19955,4,6,12,0,11,1,0
9058,7,4,8,0,11,1,1
16036,5,6,17,0,10,0,0
10369,8,5,15,0,8,2,0
4301,1,4,17,0,4,2,1
20094,3,6,13,0,0,1,1
13530,9,4,16,0,5,2,1
5936,6,2,13,0,3,0,0
260,0,2,13,0,1,1,1
16708,7,3,12,0,2,2,2
10494,3,1,18,0,9,2,1
13205,4,3,12,0,3,2,0
19135,4,0,16,0,6,2,1
1091,1,0,19,0,7,0,1
17777,6,5,17,0,9,2,0
6931,1,1,12,0,9,1,0
4649,9,6,17,0,6,1,1
18526,5,3,13,0,2,0,0
17936,5,4,14,0,10,2,0
7142,2,1,11,0,11,2,1
9025,4,1,11,0,11,1,0
14945,4,2,12,0,2,1,1
20671,0,0,18,0,4,2,1
9444,3,1,11,0,2,2,2
13217,6,1,14,0,3,2,0
16379,8,5,10,0,0,0,0
9090,9,3,9,1,11,1,0
532,2,0,13,0,3,2,0
2417,7,4,18,0,3,1,1
4041,1,2,12,0,2,1,0
4676,6,2,18,0,6,1,0
2921,1,2,19,0,7,0,0
16844,3,3,12,0,3,0,1
2249,9,1,14,0,2,1,0
5479,9,5,12,0,0,0,0
17125,4,3,16,0,5,0,1
14000,9,5,18,0,8,1,1
15057,6,6,15,0,3,2,0
9457,6,5,13,0,2,2,0
1718,8,4,10,0,11,2,0
14237,6,0,16,0,10,0,0
2459,9,1,14,0,4,0,0
6793,3,1,16,0,9,0,2
8621,1,5,19,0,9,0,0
19039,8,5,19,0,5,1,0
759,9,2,14,0,4,1,0
20140,9,3,14,0,0,1,0
13225,4,5,13,0,3,2,1
3338,8,0,14,0,9,1,1
12727,6,1,11,0,0,2,0
20392,1,0,14,0,2,1,1
6060,0,0,13,0,4,0,1
15055,4,6,15,0,3,2,0
6621,1,0,18,0,7,1,1
12958,7,6,13,0,1,1,2
22368,7,2,14,0,3,2,2
7470,0,2,14,0,1,0,0
3691,1,2,7,0,0,2,0
5767,7,6,9,0,2,0,2
4395,5,2,15,0,5,0,0
6205,5,0,19,0,5,0,0
2903,3,4,18,0,7,0,1
1839,9,5,9,0,0,0,0
10448,7,6,19,0,9,0,2
20213,2,1,12,0,1,2,0
16620,9,0,15,0,1,1,0
19630,9,0,16,0,9,2,1
6758,8,4,18,0,8,1,0
3339,9,0,14,0,9,1,0
14488,7,5,12,0,11,1,2
11148,7,6,10,0,1,2,2
620,0,3,14,0,4,0,0
1656,6,0,12,0,10,1,0
2628,8,4,15,0,5,0,0
18876,5,3,17,0,4,2,2
19876,5,5,6,0,11,0,0
15873,2,1,16,0,9,0,0
1999,9,4,9,0,1,0,1
10841,0,1,9,0,11,1,0
17906,5,1,12,0,10,2,0
3881,1,4,12,0,1,1,0
17895,4,3,19,0,10,0,1
4215,5,5,16,0,4,0,0
16847,6,3,12,0,3,0,0
10499,8,1,18,0,9,2,0
7224,4,5,14,0,11,1,1
1723,3,0,10,0,11,2,1
5747,7,1,12,0,2,0,1
6104,4,5,15,0,4,2,1
16270,9,0,10,0,11,2,1
8814,4,3,17,1,10,0,1
2407,7,6,16,0,3,1,1
10202,1,3,19,0,7,0,1
3465,5,4,13,0,10,1,0
10909,8,3,11,1,11,1,0
22187,6,5,15,0,2,2,0
11056,5,1,12,0,1,0,0
20592,1,4,23,0,4,0,0
443,3,6,10,0,3,0,1
14248,7,2,16,0,10,0,2
972,2,3,18,0,6,2,0
376,6,6,13,0,2,2,0
14213,2,6,18,0,10,0,0
825,5,2,15,0,5,2,0
704,4,1,16,0,4,1,1
18824,3,5,15,0,4,2,2
17966,5,3,14,0,10,2,0
2655,5,3,16,0,5,2,0
9592,1,5,11,0,3,2,1
14906,5,5,11,0,2,1,0
22468,7,5,14,0,4,2,1
13662,1,4,19,0,6,2,0
3442,2,5,11,0,10,1,1
16440,9,1,12,0,0,1,0
6820,0,4,15,0,9,0,0
12680,9,6,8,0,11,1,1
11020,9,4,13,0,0,1,1
16045,4,4,12,0,10,0,1
2337,7,6,14,0,3,2,1
15650,9,2,17,0,7,2,0
4872,2,0,16,0,8,0,1
3066,6,2,27,0,8,0,0
17857,6,6,16,0,9,1,0
18992,1,0,18,0,5,2,1
14557,6,5,8,0,0,2,0
3909,9,2,13,0,1,1,0
14814,3,3,8,0,1,1,1
2639,9,0,14,0,5,2,0
19557,6,0,21,0,9,0,0
703,3,1,16,0,4,1,0
5172,2,3,15,1,10,0,0
1934,4,0,8,0,0,1,2
17401,0,3,17,0,6,1,1
4694,4,1,17,0,7,0,0
12928,7,3,12,0,1,2,2
5526,6,3,9,0,0,2,0
14782,1,4,9,0,1,1,1
8031,1,2,13,0,5,0,1
2804,4,1,21,0,6,2,0
8272,2,5,18,0,6,1,0
12938,7,1,13,0,1,1,1
8653,3,0,13,0,9,0,0
4661,1,0,18,0,6,1,1
16276,5,2,8,0,11,2,0
15015,4,2,11,0,3,0,0
11150,9,6,10,0,1,2,1
17621,0,1,16,0,8,2,0
4129,9,3,13,0,3,0,0
1049,9,3,17,0,6,1,0
8667,7,2,14,0,9,0,2
18272,1,6,12,0,0,1,1
14067,6,5,19,0,9,0,0
21124,3,1,18,0,7,2,1
171,1,4,9,0,1,0,1
16116,5,4,13,0,10,2,0
21165,4,0,20,0,7,1,2
13410,9,2,13,0,4,1,1
10048,7,0,20,0,6,2,2
4617,7,3,19,0,6,2,1
11731,0,3,18,0,5,2,0
908,8,3,16,0,5,1,0
13160,9,5,12,0,3,0,1
18832,1,6,14,0,4,2,0
2293,3,2,14,0,3,0,1
16872,1,6,14,0,3,2,0
10033,2,4,20,0,6,0,1
7273,3,3,9,1,11,1,1
5651,1,2,13,0,1,2,1
757,7,2,14,0,4,1,2
13106,5,4,13,0,2,1,0
4121,1,3,13,0,3,0,0
15865,4,3,17,1,8,1,0
9393,2,6,13,0,2,0,0
8303,3,0,17,0,6,1,1
20478,7,2,14,0,3,0,2
7229,9,5,14,0,11,1,0
1701,1,6,13,0,11,0,0
5879,9,3,12,0,2,1,0
16062,1,2,12,0,10,0,1
19443,2,1,18,0,8,2,1
18867,6,2,16,0,4,2,0
978,8,3,18,0,6,2,0
15412,1,4,16,0,5,1,0
17217,6,5,17,0,5,1,0
1499,9,6,16,0,9,1,0
7730,0,4,14,0,3,0,0
7570,0,5,12,0,2,0,1
6194,4,4,17,0,5,0,2
18374,3,2,9,0,1,0,2
8301,1,0,17,0,6,1,1
12286,5,2,14,0,9,0,0
4960,0,3,19,1,8,1,1
18959,8,1,18,0,5,0,1
21811,0,3,10,1,11,1,0
4364,4,6,17,0,5,0,1
20465,4,0,13,0,3,0,1
11994,3,0,18,0,7,0,1
16039,8,6,17,0,10,0,0
21095,4,0,19,0,7,0,2
19605,4,6,19,0,9,2,1
7699,9,3,13,0,2,1,1
18467,6,1,11,0,2,0,0
21524,3,2,16,0,10,0,1
6639,9,2,17,0,7,1,0
12976,5,0,14,0,1,1,0
15115,4,5,15,0,4,0,0
16547,6,0,12,0,1,0,0
2416,6,4,18,0,3,1,0
22185,4,5,15,0,2,2,1
1614,4,1,9,0,10,1,1
14856,5,4,12,0,2,0,0
9273,2,0,12,0,1,0,0
8976,6,5,10,0,11,2,0
20411,0,3,14,0,2,1,1
10784,3,5,9,0,11,0,1
2366,6,2,13,0,3,2,0
10463,2,0,18,0,9,0,1
9347,6,0,10,0,1,1,0
18153,2,0,8,0,11,1,0
4786,6,6,18,0,7,1,0
3996,6,1,13,0,2,1,0
7074,4,1,11,0,10,1,1
19154,3,3,16,0,6,2,2
7540,0,2,11,0,1,1,0
3679,9,4,7,0,0,2,1
19639,8,2,17,0,9,2,0
17436,5,6,18,0,7,0,0
12863,2,1,11,0,1,0,0
22146,5,0,16,0,2,0,0
11359,8,6,13,0,3,0,0
17725,4,4,19,0,9,0,0
11191,0,1,14,0,2,0,1
18176,5,3,9,1,11,1,0
8408,8,1,19,0,7,2,0
19406,5,4,19,0,8,0,0
4970,0,1,16,0,9,0,1
5531,1,1,12,0,0,1,0
11257,6,3,11,0,2,0,0
12029,8,1,17,0,7,2,0
6101,1,5,15,0,4,2,1
6395,5,6,18,0,6,2,0
16192,1,0,17,0,11,0,1
5608,8,1,12,0,1,0,0
10865,4,6,11,0,11,1,1
8093,3,0,19,0,5,2,2
19237,6,1,16,0,7,0,0
4878,8,0,16,0,8,0,0
3804,4,6,11,0,1,0,1
8771,1,6,14,0,9,1,0
18074,3,4,9,0,11,2,1
6486,6,0,19,0,6,1,0
16129,8,0,12,0,10,2,0
16471,0,0,13,0,0,1,1
7663,3,4,14,0,2,1,1
22001,0,0,16,0,1,0,0
18654,3,2,14,0,3,0,2
12527,6,5,14,0,10,1,0
19714,3,3,13,0,10,0,1
7546,6,2,11,0,1,1,0
12892,1,4,12,0,1,2,0
20790,9,5,19,0,5,0,0
8955,5,3,11,1,11,0,0
11770,9,6,17,0,5,1,0
14239,8,0,16,0,10,0,1
11761,0,6,17,0,5,1,0
8836,6,5,16,0,10,2,0
13820,9,0,16,0,7,2,1
11071,0,6,12,0,1,0,0
12842,1,2,11,0,0,1,0
2340,0,4,12,0,3,2,1
9381,0,5,12,0,2,0,1
2913,3,0,19,0,7,0,1
7004,4,1,13,0,10,2,1
19252,1,6,18,0,7,0,0
13695,4,3,17,0,6,2,0
18466,5,1,11,0,2,0,0
9394,3,6,13,0,2,0,1
20813,2,0,18,0,5,2,0
